# EnglishWordsRaw.txt — English word list, rebuilt 2026-08 from license-clean sources.
# Counts: hermitdave/FrequencyWords OpenSubtitles-2018 en_full (CC BY-SA 4.0),
# count >= 80, scaled so top ~1.2M. Inventory filter: English Wiktionary via
# Kaikki wiktextract (CC BY-SA 4.0) membership — drops subtitle OCR junk and typos.
# POS + CaseType: spaCy (MIT) Penn tags + MID-SENTENCE case shares over a 3M-sentence
# English Wikipedia sample (CC BY-SA 4.0, 2026-08 dump); register correction and the
# >=5%-representation guard mirror tools/case-seeds (see README there). CaseType from
# title share s_eff: <0.10 LO, <0.50 LF, <0.90 TF, >=0.90 TO; ALL-CAPS>=60% AC;
# mixed>=50% OC (surface from Wiktionary). Curated rows (abbreviations, extensions,
# contractions, I-forms) carried over from the previous hand-revised list.
# Fields: word;rawFreq;CASETYPE,POS1[,POS2[,POS3]]
girardi;13;LO,NNP
eugenics;13;LF,NNS,NNP
Sapporo;13;TO,NNP
taunts;13;LO,NNS,VBZ
flesh-eating;13;LO,JJ
rationalize;13;LO,VB
hak;13;LO,NNP
one-day;13;LO,JJ
stasi;13;LO,NNP
mooch;13;LO,NNP,NN
deductible;13;LO,JJ,NN
stepsister;13;LO,NN
reproduced;13;LO,VBN,VBD
wisteria;13;LO,NNP
aster;13;LO,NNP,NN
Comte;13;TF,NNP
harbinger;13;LO,NNP,NN
dennison;13;LO,NNP
stoves;13;LO,NNS,VBZ
skilful;13;LO,JJ
wounding;13;LO,VBG,NN
Thistle;13;TF,NNP
conducive;13;LO,JJ
flexing;13;LO,VBG
fourteenth;13;LF,JJ,NNP
Togo;13;TO,NNP
fedora;13;LO,NNP,FW
delightfully;13;LO,RB
jettison;13;LO,NNP,VB
dissatisfaction;13;LO,NN
mulch;13;LO,NNP,NN
buyout;13;LO,NN
moxie;13;LO,NNP
giordano;13;LO,NNP
culpepper;13;LO,NNP
henny;13;LO,NNP
Trieste;13;TO,NNP
imperfection;13;LO,NN
gees;13;LO,NNP
insincere;13;LO,JJ
co-star;13;LO,NN,VB
overpaid;13;LO,VBN,VBD
mete;13;LO,NNP,VB
catnip;13;LO,NNP,VB
Dunlop;13;TO,NNP
propped;13;LO,VBN,VBD
vindicated;13;LO,VBN,VBD
eggshells;13;LO,NNS
tune-up;13;LO,NN
panisse;13;LO,NNP
forearms;13;LO,NNS
redevelopment;13;LF,NN,JJ
gamers;13;LF,NNS
javert;13;LO,NNP
cowering;13;LO,VBG
rashes;13;LO,NNS
nudie;13;LO,NNP
asta;13;LO,NNP
vena;13;LO,NNP,NN
earphones;13;LO,NNS
Kurds;13;TO,NNPS
Greenfield;13;TF,NNP
raghavan;13;LO,NNP
muffy;13;LO,NNP
hostesses;13;LO,NNS
fenced;13;LO,VBN
snitching;13;LO,VBG
seizes;13;LO,VBZ
huntress;13;LO,NNP,NN
evaporates;13;LO,VBZ
divvy;13;LO,NNP
castration;13;LO,NN
kickbacks;13;LO,NNS
conny;12;LO,NNP
earnestly;12;LO,RB
fiberglass;12;LO,NN,NNS
invents;12;LO,VBZ
stopper;12;LO,NN
foetus;12;LO,NN,NNP
desecration;12;LO,NN
ith;12;LO,NNP
disapproved;12;LO,VBD,VBN
truant;12;LO,JJ,NNP
weaklings;12;LO,NNS
skimpy;12;LO,JJ
freeways;12;LO,NNS
ex-girlfriends;12;LO,NN
carry-on;12;LO,JJ,NN
fuming;12;LO,VBG
ambien;12;LO,NNP
Humboldt;12;TO,NNP
hales;12;LO,NNP
harvester;12;LO,NNP,NN
fedya;12;LO,NNP,NNS
requisitioned;12;LO,VBN,VBD
wheelie;12;LO,JJ,NNP,NN
galan;12;LO,NNP
wrongfully;12;LO,RB
snarl;12;LO,NN,NNP
giorno;12;LO,NNP,NN
dit;12;LO,NN,NNP
ascendant;12;LO,JJ,NNP,NN
braithwaite;12;LO,NNP
siya;12;LO,NNP
flirtatious;12;LO,JJ
merchandising;12;LF,NN,VBG,NNP
driftwood;12;LO,NN,NNP
worsen;12;LO,VB
glimpsed;12;LO,VBN,VBD
shuffled;12;LO,VBN,VBD
bailout;12;LO,NN
overt;12;LO,JJ
blech;12;LO,NNP
affidavits;12;LO,NNS
ks;12;LO,NNP
kilmer;12;LO,NNP
yuh;12;LO,NNP
arent;12;LO,JJ,VB,NNP
inlet;12;LF,NNP,NN
Trojans;12;TO,NNPS
comas;12;LO,NNP,NNS
bef;12;LO,NNP
bombard;12;LO,VB,NN
Greenway;12;TF,NNP,NN
astonishment;12;LO,NN
Chandigarh;12;TO,NNP
mino;12;LO,NNP
weekdays;12;LO,NNS
Tunis;12;TO,NNP
escapade;12;LO,NN,NNP
speakeasy;12;LO,NNP,NN
kami;12;LO,NNP
Griswold;12;TO,NNP
ackroyd;12;LO,NNP
dawdling;12;LO,NN,VB
fairytales;12;LO,NNS,NNP
mothering;12;LO,NNP,NN,VBG
Napier;12;TO,NNP
assuredly;12;LO,RB
vaccinations;12;LO,NNS
budging;12;LO,VB
infraction;12;LO,NN
blockers;12;LO,NNS
softest;12;LO,JJS
engrossed;12;LO,VBN
propellers;12;LO,NNS
pakistanis;12;LO,NNP,NNPS
vaporize;12;LO,VB,VBP,NN
broussard;12;LO,NNP
weirdoes;12;LO,NN
ock;12;LO,NNP,NN
gyp;12;LO,NNP
achieves;12;LO,VBZ
hoppy;12;LO,JJ,NNP
Wilmington;12;TO,NNP
fuckface;12;LO,NN
waterways;12;LF,NNS
Petar;12;TO,NNP
treadwell;12;LO,NNP
ind;12;LO,NNP
biscotti;12;LO,NNP
modus;12;LO,FW,NNP
asterix;12;LO,NNP
slaw;12;LO,NN,NNP
gacy;12;LO,NNP
mmh;12;LO,NNP
nestled;12;LO,VBN
pitted;12;LO,VBD,VBN
lusty;12;LO,JJ,NNP
embalmed;12;LO,VBN,VBD,JJ
wouldnt;12;LO,NN
fok;12;LO,NNP
coffeehouse;12;LO,NN
starks;12;LO,NNP,NNPS,NNS
slinky;12;LO,JJ
woodman;12;LO,NNP
streamers;12;LO,NNS
admittance;12;LO,NN
zooey;12;LO,NNP
stillborn;12;LO,JJ,NN
macaroons;12;LO,NNS
sandbags;12;LO,NNS
constructions;12;LO,NNS
axelrod;12;LO,NNP
unduly;12;LO,RB
ecosystems;12;LO,NNS
aly;12;LO,NNP
oshima;12;LO,NNP
letitia;12;LO,NNP
scudder;12;LO,NNP
cul-de-sac;12;LO,NN
anti-semitism;12;LO,NN
crevice;12;LO,NN
drumsticks;12;LO,NNS
anomalous;12;LO,JJ
lita;12;LO,NNP
misstep;12;LO,NN
hairdressers;12;LO,NNS
ouyang;12;LO,NNP
slava;12;LO,NNP,NN
colada;12;LO,NNP,NN
tought;12;LO,RB
headlong;12;LO,RB,JJ,NNP
sameera;12;LO,NNP
indignant;12;LO,JJ,NN
neckline;12;LO,NN
kosuke;12;LO,NNP
yim;12;LO,NNP
shukla;12;LO,NNP
stallions;12;LF,NNS,NNPS
cordially;12;LO,RB
hammy;12;LO,JJ,NNP
Beauchamp;12;TO,NNP
deference;12;LO,NN
toph;12;LO,NNP
terraces;12;LO,NNS
hovercraft;12;LO,NN,NNP
fables;12;LF,NNS,NNP
adric;12;LO,NNP,JJ
duffer;12;LO,NNP,NN
Walther;12;TO,NNP
hygienist;12;LO,NN
rearing;12;LO,VBG,NN
bunyan;12;LO,NNP
beasley;12;LO,NNP
nimrod;12;LO,NNP
tilting;12;LO,VBG,NN
deficient;12;LF,JJ,NNP
loxley;12;LO,NNP
ignites;12;LO,VBZ,NNS
schrader;12;LO,NNP
Neumann;12;TO,NNP
ploughing;12;LO,NN,VBG
vassals;12;LO,NNS
waylon;12;LO,NNP
Fantasia;12;TF,NNP
usman;12;LO,NNP
trager;12;LO,NNP
bec;12;LO,NNP
pampering;12;LO,VBG,NN
breakdowns;12;LO,NNS
Wal;12;TF,NNP
denser;12;LO,NN,JJR
coldly;12;LO,RB
mandolin;12;LO,NNP,NN
glacial;12;LO,JJ
masonry;12;LO,NN
comandante;12;LO,NNP
half-time;12;LO,JJ,RB,NN
subpoenas;12;LO,NNS
electroshock;12;LO,NN,NNP
vespa;12;LO,NN,NNP
temptress;12;LO,NN,NNP
arvid;12;LO,NNP
lovett;12;LO,NNP
codename;12;LO,NN
balconies;12;LO,NNS
clouseau;12;LO,NNP
breadcrumbs;12;LO,NNS
preys;12;LO,NNS,VBZ
Tonga;12;TO,NNP
Garrick;12;TO,NNP
brassiere;12;LO,NN,RB,JJ
lemmy;12;LO,NNP
hang-ups;12;LO,NN
switchblade;12;LO,NNP,NN
madhav;12;LO,NNP
mie;12;LO,NNP
Pasteur;12;TO,NNP
zionist;12;LF,JJ,NNP
voldemort;12;LO,NNP
instantaneously;12;LO,RB
norrie;12;LO,NNP
unfolded;12;LO,VBD,VBN
aperitif;12;LO,NN,NNP
vapors;12;LO,NNS
intravenous;12;LO,JJ
Goff;12;TO,NNP
rebus;12;LO,NNP,NN
boroughs;12;LF,NNS
Confederation;12;TF,NNP,NN
rile;12;LO,NNP
rohypnol;12;LO,NN,NNP,JJ
julianna;12;LO,NNP
tussle;12;LO,NN,NNP
improperly;12;LO,RB
pudgy;12;LO,NNP,NN,JJ
submerge;12;LO,VB
amulets;12;LO,NNS
cancerous;12;LO,JJ
paan;12;LO,NN,NNP
hef;12;LO,NNP,JJ
taka;12;LO,NNP,NN
belcher;12;LO,NNP
cappy;12;LO,NNP,JJ
honcho;12;LO,NNP
thready;12;LO,JJ
incubation;12;LO,NN
bamba;12;LO,NNP
saris;12;LO,NNP,NN
steamship;12;LF,NNP,NN
chessboard;12;LO,NN
marbella;12;LO,NNP
south-east;12;LO,JJ,RB,NN
deadlock;12;LO,NN
stand-by;12;LO,NN
cantwell;12;LO,NNP
aflame;12;LO,JJ,NNP
unquestionably;12;LO,RB
matsui;12;LO,NNP
tongue-tied;12;LO,JJ,VB
regulators;12;LF,NNS
archeologist;12;LO,NN
insinuations;12;LO,NNS
Dachau;12;TO,NNP
ingratitude;12;LO,NN
suey;12;LO,NNP,NN
freakish;12;LO,NN
emitter;12;LO,NN
tomo;12;LO,NNP
disintegration;12;LO,NN
sideboard;12;LO,NN
lapses;12;LO,NNS
luger;12;LF,NNP,NN
droves;12;LO,NNS
cranks;12;LO,NNS,NNP,VBZ
vacationing;12;LO,VBG
handheld;12;LO,JJ
genies;12;LO,NNS,NNPS
ook;12;LO,NNP,NN,VB
normality;12;LO,NN
claes;12;LO,NNP
maybes;12;LO,VBZ
specks;12;LO,NNS,NNP
whammy;12;LO,NNP
glint;12;LO,NN
passable;12;LO,JJ
sav;12;LO,NNP
aloe;12;LO,NNP
banknotes;12;LO,NNS
shasta;12;LO,NNP
pappas;12;LO,NNP
eau;12;LO,NNP
wannabes;12;LO,NNS,VBZ
virtuoso;12;LO,JJ,NN,NNP
waitressing;12;LO,VBG,NN
cutoff;12;LF,NN,NNP
fenway;12;LO,NNP
townsfolk;12;LO,NN
cretins;12;LO,NNP
flopped;12;LO,VBD
witter;12;LO,NNP
Nouveau;12;TF,NNP
bara;12;LO,NNP
sunni;12;LF,NNP,JJ
shelled;12;LO,VBN,VBD
hokey;12;LO,NN,NNP
down-to-earth;12;LO,JJ
candlesticks;12;LO,NNS
nighty;12;LO,NNP
anchovy;12;LO,JJ
cataracts;12;LO,NNS
entrenched;12;LO,JJ,VBN
inception;12;LO,NN
kati;12;LO,NNP
Caucasus;12;TO,NNP
liabilities;12;LO,NNS
takayama;12;LO,NNP
shading;12;LO,NN,VBG
snowballs;12;LO,NNS,NNPS
ravana;12;LO,NNP
handlebars;12;LO,NNS
Uta;12;TO,NNP
retainers;12;LO,NNS
tailgate;12;LO,NN
Griffiths;12;TF,NNP,NNS
purser;12;LO,NNP,NN
acknowledges;12;LO,VBZ
mayoral;12;LO,JJ
unhappily;12;LO,RB
desecrate;12;LO,VB
poopy;12;LO,JJ,NN
Prussians;12;TO,NNPS
Guadalajara;12;TO,NNP
forty-seven;12;LO,JJ
pachinko;12;LO,NN,NNP
vika;12;LO,NNP
cem;12;LO,NNP
meanness;12;LO,NN
pig-headed;12;LO,JJ
jussi;12;LO,NNP
apricots;12;LO,NNS
militias;12;LO,NNS
skrill;12;LO,NNP
polanski;12;LO,NNP
bushed;12;LO,JJ
sugarcoat;12;LO,VB
nyborg;12;LO,NNP
simplified;12;LO,VBN,JJ
decoder;12;LO,NN
buckland;12;LO,NNP
industrialists;12;LO,NNS
laude;12;LO,NN
gauna;12;LO,NNP
vole;12;LO,NN,NNP
Ayala;12;TO,NNP
udon;12;LO,NNP
hags;12;LO,NNS,NNPS,NNP
morehouse;12;LO,NNP
polaroids;12;LO,NNS
modules;12;LO,NNS
renegades;12;LO,NNP,NNS
zlotys;12;LO,NNS
motorcar;12;LO,NN
branching;12;LO,VBG,NN
shambo;12;LO,NNP
quorum;12;LF,NN,NNP
sensuous;12;LO,JJ
biding;12;LO,VBG
severing;12;LO,VBG
clouding;12;LO,VBG,NN
scarcity;12;LO,NN
southall;12;LO,NNP
deceiver;12;LO,NN,NNP
Klux;12;TO,NNP
bricklayer;12;LO,NN
world-renowned;12;LO,JJ
meenakshi;12;LO,NNP
flared;12;LO,VBN,VBD
figurehead;12;LO,NN
afire;12;LO,RB,NNP
transcendent;12;LO,JJ,NN
vinay;12;LO,NNP
spuds;12;LO,NNPS,NNS
fecal;12;LO,JJ
moisturizer;12;LO,NN,NNP
Amarillo;12;TO,NNP
schoolmates;12;LO,NNS
riza;12;LO,NNP
stingers;12;LO,NNPS,NNS
labia;12;LO,NNP,NN
Harwood;12;TO,NNP
discharging;12;LO,VBG
migs;12;LO,NNP
authenticated;12;LO,VBN,JJ
Lutheran;12;TO,NNP
Tennant;12;TF,NNP,NN
frankness;12;LO,NN
abolition;12;LO,NN
confiscating;12;LO,VBG
bunking;12;LO,NN
pierces;12;LO,VBZ,NNP
enlargement;12;LO,NN
Doge;12;TF,NNP
delicatessen;12;LO,NNP
beemer;12;LO,NNP
shacking;12;LO,VB
hand-picked;12;LO,JJ,VB
deviated;12;LO,VBN,VBD
dorcas;12;LO,NNP
NS;12;AC,NNP
aerodynamic;12;LO,JJ
tumbleweed;12;LO,NNP,NN
flintstone;12;LO,NNP
barrows;12;LO,NNS,NNP
gargle;12;LO,NNP,VBD
aerosol;12;LO,NN
on-board;12;LO,JJ
cyberspace;12;LO,NN,NNP
peso;12;LO,NNS,NNP
wafer;12;LO,NN
nippy;12;LO,JJ
chafing;12;LO,NN,VBG
liquidated;12;LO,VBN
tabasco;12;LO,NNP
elegantly;12;LO,RB
postmark;12;LO,NN,NNP,JJ
Mercia;12;TO,NNP
toyed;12;LO,VBD,VBN
cockerel;12;LO,NNP,NN
plus-one;12;LO,NN
gassy;12;LO,JJ
grandmas;12;LO,NNP,NNS
hyperion;12;LO,NNP
daffodils;12;LO,NNS
entitlement;12;LO,NN
ralston;12;LO,NNP
tartare;12;LO,NN,NNP
Buena;12;TO,NNP
Curran;12;TO,NNP
elapsed;12;LO,VBN
phobias;12;LO,NNS
answerable;12;LO,JJ
toodles;12;LO,NNP
hayworth;12;LO,NNP
lawd;12;LO,NNP
varmint;12;LO,NNP,NN
aboot;12;LO,NN
snippy;12;LO,JJ
pok;12;LO,NNP
hiatus;12;LO,NN,NNP
conover;12;LO,NNP
burlap;12;LO,NN,NNP
bailiffs;12;LO,NNS
loonies;12;LO,NNPS
basset;12;LO,NNP
stds;12;LO,NNS,NNP
starburst;12;LO,NNP,JJ
delectable;12;LO,JJ
exporting;12;LO,VBG
hipsters;12;LO,NNS
embodies;12;LO,VBZ
sveta;12;LO,NNP
iridium;12;LO,NN,NNP
ganymede;12;LO,NNP
materialize;12;LO,VB
rittenhouse;12;LO,NNP
daiquiri;12;LO,NNP,NN
flagrant;12;LO,JJ
cellulite;12;LO,NN
splurge;12;LO,NN,VB
submersible;12;LO,JJ,NN
Havre;12;TO,NNP
Dakar;12;TO,NNP
graveyards;12;LO,NNS
maharajah;12;LO,NNP
vocational;12;LF,JJ,NNP
awash;12;LO,NN,NNP
manley;12;LO,NNP
legalize;12;LO,VB
paralyzing;12;LO,VBG
weekday;12;LO,NN,NNP
phill;12;LO,NNP
layover;12;LO,NN
Marquette;12;TO,NNP
larder;12;LO,NN,NNP
fluently;12;LO,RB
pari;12;LO,NNP
strums;12;LO,NNS,VBZ
recuperating;12;LO,VBG
emphysema;12;LO,NNP
bronte;12;LO,NNP
eyeglasses;12;LO,NNS
incisions;12;LO,NNS
injuring;12;LO,VBG
songwriting;12;LO,VBG,NN
Nantes;12;TO,NNP
screwball;12;LO,JJ,NN
spooning;12;LO,JJ
jello;12;LO,NNP
photosynthesis;12;LO,NN
SAR;12;AC,NNP
lohan;12;LO,NNP
cataclysm;12;LO,NN
champa;12;LO,NNP
trumped;12;LO,VBN,VBD
briefings;12;LO,NNS
motivating;12;LO,VBG,NN
geils;12;LO,NNP
hanako;12;LO,NNP
kloss;12;LO,NNP
sliders;12;LO,NNS
sportsmanship;12;LO,NN,NNP
hoffa;12;LO,NNP
Walcott;12;TO,NNP
dominatrix;12;LO,NN
chandeliers;12;LO,NNS
arigato;12;LO,UH
teardrop;12;LO,NN,NNP,JJ
undamaged;12;LO,JJ
warranted;12;LO,VBN,VBD
saggy;12;LO,JJ
sammi;12;LO,NNP
crosswords;12;LO,NNS,NNP
outcry;12;LO,NN
macchiato;12;LO,NNP
hotaru;12;LO,NNP
formulated;12;LO,VBN,VBD
goths;12;LF,NNS,NNPS,NNP
amon;12;LO,NNP
soothes;12;LO,VBZ
senhor;12;LO,NN,NNP
fortescue;12;LO,NNP
fermat;12;LO,NNP
spawning;12;LO,VBG,NN
chauvinist;12;LO,NN
rectangular;12;LO,JJ
bluebeard;12;LO,NNP
repelled;12;LO,VBN,VBD
Jesuits;12;TO,NNPS
outlast;12;LO,VB,NNP
giddy-up;12;LO,UH
Conte;12;TO,NNP
sunstroke;12;LO,NN,NNP
authoritative;12;LO,JJ
utilizing;12;LO,VBG
trifecta;12;LO,NN
doctoring;12;LO,VBG,NN
buh-bye;12;LO,UH
snorkel;12;LO,NN
droopy;12;LO,NNP
tmz;12;LO,NNP
brea;12;LO,NNP
yowls;12;LO,NN,VB
conceivably;12;LO,RB
millstone;12;LO,NNP,NN
pissant;12;LO,JJ,NN
sequestered;12;LO,VBN
pilkington;12;LO,NNP
Mauro;12;TO,NNP
laramie;12;LO,NNP
goober;12;LO,NNP
Bloch;12;TO,NNP
thibault;12;LO,NNP
insurgent;12;LF,NN
pondered;12;LO,VBD,VBN
nods;12;LO,NNS,VBZ
lolo;12;LO,NNP
slumped;12;LO,VBD,VBN
relieves;12;LO,VBZ
kapa;12;LO,NNP,VBN,NN
devastate;12;LO,VB
mousy;12;LO,JJ,NNP
effigy;12;LO,NN
dailies;12;LO,NNS
widening;12;LO,VBG,NN
healers;12;LO,NNS
frell;12;LO,NNP
Boulogne;12;TO,NNP
Nippon;12;TO,NNP
unoccupied;12;LO,JJ
wilden;12;LO,NNP
refrigerated;12;LO,JJ,VBN
touchy-feely;12;LO,JJ,NN
druggie;12;LO,NN
instilled;12;LO,VBN,VBD
headdress;12;LO,NN,JJ
distracts;12;LO,VBZ
cg;12;LO,NNP
akhenaten;12;LO,NNP
stadiums;12;LO,NNS
boz;12;LO,NNP
honeycomb;12;LF,NN,NNP
angkor;12;LO,NNP
blacker;12;LO,NNP,NN
crucially;12;LO,RB
bos;12;LO,NNP
energized;12;LO,VBN,JJ,VBD
mckinnon;12;LO,NNP
ele;12;LO,NNP
prelim;12;LO,NN
Clearwater;12;TO,NNP
acme;12;LO,NNP
arising;12;LO,VBG
toiling;12;LO,VBG,NN
malarkey;12;LO,NNP
overconfident;12;LO,NN,JJ
gendarme;12;LO,NN,NNP
ions;12;LO,NNS
arranges;12;LO,VBZ,NNS
corduroy;12;LO,NN,NNP
nutjob;12;LO,NN
brubaker;12;LO,NNP
suitably;12;LO,RB
guaranteeing;12;LO,VBG
upping;12;LO,VBG,NNP
resorting;12;LO,VBG
dons;12;LF,NNS,NNP,VBZ
kowtow;12;LO,VB,NN
shoji;12;LO,NNP
pirated;12;LO,VBN,JJ
motley;12;LO,NNP,JJ
much-needed;12;LO,JJ
osamu;12;LO,NNP
Imran;12;TO,NNP
dildos;12;LO,NNS
comforter;12;LO,NN,NNP
swindling;12;LO,VBG
engulf;12;LO,VB
hogarth;12;LO,NNP
chrysanthemum;12;LO,NNP,NN,JJ
comings;12;LO,NNS
parka;12;LO,NNP,NN
correspondents;12;LF,NNS,NNPS
bullseye;12;LO,NNP,NN
anti-war;12;LO,JJ
wolfman;12;LO,NNP
bad-tempered;12;LO,JJ
nts;12;LO,NNP,NNPS
implicating;12;LO,VBG
pervy;12;LO,NNP,JJ
rampart;12;LF,NN,NNP
transfusions;12;LO,NNS
nanami;12;LO,NNP
mathers;12;LO,NNP,NNPS
Ras;12;TO,NNP
extradite;12;LO,VB
delinquency;12;LO,NN,NNP
slog;12;LO,NN
vig;12;LO,NNP
zaki;12;LO,NNP
stipulated;12;LO,VBD,VBN
raine;12;LO,NNP
roomful;12;LO,NNP,JJ
laurens;12;LO,NNP
Mesopotamia;12;TO,NNP
boynton;12;LO,NNP
brannigan;12;LO,NNP
Erasmus;12;TO,NNP
hanky-panky;12;LO,NN
rationality;12;LO,NN
loverboy;12;LO,NNP
TLC;12;AC,NNP
mito;12;LO,NNP
Cowley;12;TO,NNP
dunlap;12;LO,NNP
burro;12;LO,NNP,NN
nitroglycerin;12;LO,NN,NNP
wooded;12;LO,VBN
swampy;12;LO,JJ
cathcart;12;LO,NNP
grimy;12;LO,JJ
tachy;12;LO,NNP
amendments;12;LF,NNS
wristband;12;LO,NN
tui;12;LO,NNP
purview;12;LO,NN
downwind;12;LO,RB,JJ,IN
doon;12;LO,NNP
thievery;12;LO,NN
fraternal;12;LF,JJ
Pueblo;12;TF,NNP,NN
mcgarry;12;LO,NNP
ovarian;12;LO,JJ
helios;12;LO,NNP
wetlands;12;LO,NNS
camus;12;LO,NNP
okeydokey;12;LO,UH
detainee;12;LO,NN
whisked;12;LO,VBN
challengers;12;LF,NNS,NNPS
rumoured;12;LO,VBN
opportunistic;12;LO,JJ
IK;12;AC,NNP
ritualistic;12;LO,JJ
abdicate;12;LO,VB
magnificently;12;LO,RB
UC;12;AC,NNP
cellophane;12;LO,NN,NNP
Thrace;12;TO,NNP
muggers;12;LO,NNS
revisions;12;LO,NNS
quarts;12;LO,NNS
locality;12;LO,NN
leeks;12;LO,NNS,NNP
maron;12;LO,NNP
lounging;12;LO,VBG,NN
incited;12;LO,VBD,VBN
indecency;12;LO,NN
xmas;12;LO,NNP
tartarus;12;LO,NNP
rember;12;LO,NNP
Speedway;12;TF,NNP,NN
barnacle;12;LO,NN,NNP
push-up;12;LO,JJ,NN,VB
sovereigns;12;LO,NNS
papyrus;12;LF,NN,NNP
establishes;12;LO,VBZ
blackberries;12;LO,NNS
jaymes;12;LO,NNP,NNS
jenks;12;LO,NNP,NNS
tinkles;12;LO,NNS
prithvi;12;LO,NNP
rubik;12;LO,NNP
shad;12;LO,NNP,NN
grassland;12;LO,NN
stubby;12;LO,JJ,NNP
duc;12;LF,NNP
fakir;12;LO,NNP
Keynes;12;TO,NNP
Mifflin;12;TO,NNP
yoshino;12;LO,NNP
profiled;12;LO,VBN,VBD
anti-depressants;12;LO,NN
roused;12;LO,VBD,VBN
etsuko;12;LO,NNP
ajussi;12;LO,NN
soars;12;LO,NNS,VBZ
savagely;12;LO,RB
fortuitous;12;LO,JJ
mandi;12;LO,NNP
sdu;12;LO,NNP
well-educated;12;LO,JJ
whittle;12;LO,NNP
bonsai;12;LO,NNP,JJ,NN
stewards;12;LF,NNS,NNPS
bringer;12;LO,NNP,NN
verbs;12;LO,NNS
ewe;12;LO,NNP
clave;12;LO,NN,NNP
jule;12;LO,NNP
charted;12;LO,VBD,VBN
hitherto;12;LO,NNS,JJ,NNP
asinine;12;LO,JJ
unger;12;LO,NNP,NN
idleness;12;LO,NN,JJ
diss;12;LO,JJ,NNP
skated;12;LO,VBD,VBN
swordplay;12;LO,NN
blacklist;12;LO,NN,NNP
fluctuating;12;LO,VBG
censure;12;LO,NN,VB
latour;12;LO,NNP
motorized;12;LF,JJ,VBN,NNP
zealous;12;LO,JJ
smirking;12;LO,NNP,VBG
divinely;12;LO,RB
Firth;12;TO,NNP
chicky;12;LO,NNP
lazybones;12;LO,NN
Bradbury;12;TO,NNP
nourishing;12;LO,JJ,VBG
beanbag;12;LO,VB,NN,NNP
foy;12;LO,NNP
giveth;12;LO,VBZ,NNP
repute;12;LO,NN
narcissus;12;LO,NNP
consorting;12;LO,VBG
plumes;12;LO,NNS
store-bought;12;LO,JJ
yakking;12;LO,VB
alabaster;12;LO,NN,NNP
accuser;12;LO,NN
airhead;12;LO,NN,NNP,JJ
MacLean;12;OC,NNP
wrigley;12;LO,NNP
interiors;12;LO,NNS
surveyed;12;LO,VBN,VBD
cheetos;12;LO,NNP,NNS
lopsided;12;LO,JJ
inheriting;12;LO,VBG
oddest;12;LO,JJ,JJS,NNP
pursues;12;LO,VBZ
blowed;12;LO,VBD,VBN,VB
paragraphs;12;LO,NNS
hereabouts;12;LO,VB,NNS
crusts;12;LO,NNS
butthead;12;LO,NNP
capo;12;LO,NNP
gambles;12;LO,VBZ,NNP,NNS
stocky;12;LO,JJ
enhances;12;LO,VBZ
kickback;12;LO,NN
penned;12;LO,VBN,VBD
thornhill;12;LO,NNP
opry;12;LO,NNP
mightier;12;LO,JJR,NNP
mercutio;12;LO,NNP
storey;12;LF,NN
presuming;12;LO,VBG
flutes;12;LO,NNS
beastie;12;LO,NNP
comanches;12;LO,NNPS,NNS
wintertime;12;LO,NN
effing;12;LO,NN,NNP,VBG
whitewash;12;LO,NN,VB
remedial;12;LO,JJ
theodora;12;LO,NNP
glug;12;LO,NNP
groundskeeper;12;LO,NN,NNP
maketh;12;LO,IN,JJ,NNP
dobby;12;LO,NNP
wada;12;LO,NNP
grouping;12;LF,NN,VBG,NNP
peephole;12;LO,NN
excise;12;LF,NN,NNP
reestablish;12;LO,VB
triathlon;12;LF,NNP,NN
grander;12;LO,NN
maeda;12;LO,NNP
contributes;12;LO,VBZ
carsick;12;LO,JJ
exhaustive;12;LO,JJ
camembert;12;LO,NNP,NN
eastside;12;LO,NNP
validated;12;LO,VBN,VBD
coitus;12;LO,NN,JJ
caiaphas;12;LO,NNP
unburden;12;LO,VB
Scarborough;12;TO,NNP
ravage;12;LO,VB
guff;12;LO,NNP,NN
overstep;12;LO,VB
shtick;12;LO,NN
pinged;12;LO,VBN,NNP
Ek;12;TF,NNP
delbert;12;LO,NNP
mingo;12;LO,NNP
montezuma;12;LO,NNP
butchery;12;LO,NN
arcane;12;LO,JJ,NNP
bogo;12;LO,NNP
fattest;12;LO,JJS,NNP
incursion;12;LO,NN
teague;12;LO,NNP
tippy;12;LO,NNP
sandalwood;12;LO,NN,NNP
dil;12;LO,NNP
incoherently;12;LO,RB
buttery;12;LO,NN,NNP,JJ
chugger;12;LO,NN
verily;12;LO,RB
corns;12;LO,NNS,NNP
Talmud;12;TO,NNP
restrooms;12;LO,NNS
pneumatic;12;LF,JJ
irrigate;12;LO,VB
bangle;12;LO,NN,NNP
Fairview;12;TO,NNP
unknowns;12;LO,NNS
redecorated;12;LO,VBN,VBD
orthodontist;12;LO,NN
tsang;12;LO,NNP
contributor;12;LO,NN
Pico;12;TO,NNP
ricotta;12;LO,NN,NNP
flatly;12;LO,RB
loafing;12;LO,NNP,VBG
rhapsody;12;LO,NNP,NN
stifler;12;LO,NNP
miami-dade;12;LO,JJ,NNP
pituitary;12;LO,JJ
trailed;12;LO,VBD,VBN
siao;12;LO,NNP
gauche;12;LO,NN,NNP
manicurist;12;LO,NN
