# EnglishWordsRaw.txt — English word list, rebuilt 2026-08 from license-clean sources.
# Counts: hermitdave/FrequencyWords OpenSubtitles-2018 en_full (CC BY-SA 4.0),
# count >= 80, scaled so top ~1.2M. Inventory filter: English Wiktionary via
# Kaikki wiktextract (CC BY-SA 4.0) membership — drops subtitle OCR junk and typos.
# POS + CaseType: spaCy (MIT) Penn tags + MID-SENTENCE case shares over a 3M-sentence
# English Wikipedia sample (CC BY-SA 4.0, 2026-08 dump); register correction and the
# >=5%-representation guard mirror tools/case-seeds (see README there). CaseType from
# title share s_eff: <0.10 LO, <0.50 LF, <0.90 TF, >=0.90 TO; ALL-CAPS>=60% AC;
# mixed>=50% OC (surface from Wiktionary). Curated rows (abbreviations, extensions,
# contractions, I-forms) carried over from the previous hand-revised list.
# Fields: word;rawFreq;CASETYPE,POS1[,POS2[,POS3]]
prodigy;42;LF,NN,NNP
Horton;42;TO,NNP
kerosene;42;LO,NNP
editors;42;LF,NNS
governess;42;LO,NN
integrated;42;LF,VBN,JJ
canine;42;LF,NN,NNP
reformed;42;LF,NNP,VBN,VBD
lifeline;42;LO,NN,NNP
lockers;42;LO,NNS
Mondays;42;TO,NNPS,NNP
world-class;42;LO,JJ
brighten;42;LO,VB,VBD
Chavez;42;TO,NNP
achieving;42;LO,VBG
scottie;42;LO,NNP
optical;42;LO,JJ
lug;42;LO,NN,NNP
lag;42;LF,NN,NNP
spirited;42;LO,JJ
hark;42;LO,NNP
hopelessly;42;LO,RB
bouncy;42;LO,NN
respecting;42;LO,VBG
Beirut;42;TO,NNP
mounting;42;LO,VBG
hurried;42;LO,VBD,JJ,VBN
kimchi;42;LO,NNP
Jong;42;TO,NNP
slaughterhouse;42;LO,NN,NNP,JJ
davina;42;LO,NNP
shilling;42;LF,NN,NNP
tarts;41;LO,NNS,NNPS
overslept;41;LO,RB
grinning;41;LO,VBG,NNP
collars;41;LO,NNS
Yuen;41;TO,NNP
kneeling;41;LO,NN,VBG
billings;41;LF,NNS,NNP,NNPS
selfishness;41;LO,NN
unloading;41;LO,NN,VBG
Mets;41;TO,NNPS
Sanderson;41;TO,NNP
straps;41;LO,NNS
eviction;41;LO,NN
rog;41;LO,NNP
eliminating;41;LO,VBG
Bae;41;TO,NNP
manhunt;41;LO,NN,NNP
whirlwind;41;LF,NN,NNP
dodo;41;LO,NNP,NN
lobsters;41;LO,NNS
Riviera;41;TO,NNP
millimeter;41;LO,NN
Jimi;41;TO,NNP
fished;41;LO,VBN,VBD
wield;41;LO,VB,VBP
detachment;41;LF,NN,NNP
MPs;41;OC,NNS,NN,NNP
legions;41;LF,NNS,NNPS
Hasan;41;TO,NNP
Hooper;41;TO,NNP
crabtree;41;LO,NNP
fragrant;41;LO,JJ
Marek;41;TO,NNP
glands;41;LO,NNS
palaces;41;LF,NNS
Delaware;41;TO,NNP
Hurley;41;TO,NNP
faction;41;LO,NN
ive;41;LO,NNP
Rooney;41;TO,NNP
nominees;41;LO,NNS
sleepwalking;41;LO,NN,VBG
hairstyle;41;LO,NN
pastries;41;LO,NNS
eloise;41;LO,NNP
casts;41;LO,NNS,VBZ
Tijuana;41;TO,NNP
marple;41;LO,NNP
cabs;41;LO,NNS
synchro;41;LO,NN,NNP
spotless;41;LO,NNP,NN,JJ
sobriety;41;LO,NN
beka;41;LO,NNP
gulp;41;LO,NN,VB,NNP
intensifies;41;LO,NNS,VBZ
theres;41;LO,NN
heirloom;41;LO,NN,NNP
merrily;41;LO,RB
unified;41;LF,JJ,NNP
fixes;41;LO,NNS,VBZ
briefs;41;LO,NNS
aesthetic;41;LO,JJ,NN
swarming;41;LO,VBG
campers;41;LO,NNS
directory;41;LF,NN,NNP
tabitha;41;LO,NNP
cheered;41;LO,VBD,VBN
priestess;41;LF,NN,NNP
entertainer;41;LF,NN,NNP
whirl;41;LO,NN,NNP
Aspen;41;TF,NNP
Pia;41;TF,NNP,NN
iPad;41;OC,NNP
devastation;41;LO,NN
Bernstein;41;TO,NNP
lumpy;41;LO,JJ,NNP
wrinkle;41;LO,NN,NNP
podium;41;LO,NN
evils;41;LO,NNS
guesses;41;LO,VBZ,NNS
discreetly;41;LO,RB
squads;41;LO,NNS
chunky;41;LO,NNP,JJ,NN
CJ;41;AC,NNP
gadgets;41;LO,NNS
advising;41;LO,VBG
discredit;41;LO,VB
awoke;41;LO,VBD,VBN
Grammy;41;TO,NNP
Custer;41;TO,NNP
Ajax;41;TF,NNP,JJ
Lebanon;41;TO,NNP
stumbling;41;LO,VBG,NN
furs;41;LF,NNS
chucked;41;LO,VBD,VBN,JJ
pulmonary;41;LO,JJ
pawnee;41;LO,NNP
compel;41;LO,VB
Midtown;41;TF,NNP
Ottoman;41;TO,NNP
mano;41;LO,NNP
Ramos;41;TO,NNP
messengers;41;LF,NNS,NNPS
Parrish;41;TO,NNP
walkers;41;LF,NNS
Gibbons;41;TF,NNP,NNPS,NNS
two-bit;41;LO,JJ
ammonia;41;LO,NN,JJ
Markus;41;TO,NNP
kitchens;41;LO,NNS
swans;41;LF,NNS,NNPS
pretzels;41;LO,NNS,NNPS,NNP
drags;41;LO,VBZ
yumi;41;LO,NNP
fickle;41;LO,JJ
punctured;41;LO,VBN,VBD,JJ
visitation;41;LF,NN,NNP
rounding;41;LO,VBG
commute;41;LO,NN,VB,VBP
adama;41;LO,NNP
carousel;41;LF,NN,NNP
fronts;41;LO,NNS
stutters;41;LO,NNS,VBZ
whips;41;LO,NNS,NNPS
wholly;41;LO,RB
checkbook;41;LO,NN,NNP
stronghold;41;LO,NN
Jubilee;41;TF,NNP
offenses;41;LO,NNS
specialize;41;LO,VB,VBP
diagram;41;LO,NN
civilised;41;LO,JJ
mould;41;LF,NN,NNP
revival;41;LF,NN,NNP
compulsive;41;LO,JJ
parisian;41;LF,JJ
Egan;41;TO,NNP
Bergman;41;TO,NNP
lawsuits;41;LO,NNS
year-old;41;LO,JJ,NN
million-dollar;41;LO,JJ
cubic;41;LO,JJ
Jennie;41;TO,NNP
Yogi;41;TF,NNP,NN
seasonal;41;LO,JJ
pressured;41;LO,VBN,VBD
restart;41;LO,NN,VB
kryptonite;41;LO,NNP,NN
kinder;41;LO,NNP,JJR
Friedrich;41;TO,NNP
Bosco;41;TO,NNP
hesitated;41;LO,VBD,VBN
proverb;41;LO,NN
wanderer;41;LO,NNP,NN
exchanging;41;LO,VBG
alibis;41;LO,NNS,JJ,NNPS
weaving;41;LO,NN,VBG
break-up;41;LO,NN
airlock;41;LO,NN
gambled;41;LO,VBD,VBN
finalists;41;LO,NNS
medicinal;41;LF,JJ
depraved;41;LO,JJ,VBN
mimicking;41;LO,VBG
bullshitting;41;LO,NN
roofs;41;LO,NNS
contemplate;41;LO,VB,VBP
physicists;41;LO,NNS
heathen;41;LO,NNP,JJ,RB
urgh;41;LO,NNP
addictive;41;LF,JJ
solves;41;LO,VBZ
heartbreaking;41;LO,JJ,VBG
dynamics;41;LF,NNS,NNPS
advisors;41;LF,NNS
restoring;41;LO,VBG
outward;41;LO,JJ,RB
rambling;41;LO,VBG
boxed;41;LO,JJ,VBN,VBD
camped;41;LO,VBD,VBN
praising;41;LO,VBG
topics;41;LO,NNS
Conservatory;41;TF,NNP,NN
horsemen;41;LF,NNS,NNP
Tatiana;41;TO,NNP
clarissa;41;LO,NNP
frisbee;41;LO,NNP,NN
defining;41;LO,VBG,JJ
momo;41;LO,NNP
cognitive;41;LO,JJ
braddock;41;LO,NNP
diminished;41;LO,VBN,VBD,JJ
donating;41;LO,VBG
stoked;41;LO,VBN,VBD
biologist;41;LO,NN
riff;41;LO,NN
fasting;41;LO,VBG,NN
elm;41;LF,NNP,NN
councilor;41;LF,NN,NNP
oww;41;LO,NN
Starr;41;TO,NNP
appliances;41;LO,NNS
conspicuous;41;LO,JJ
gloom;41;LO,NN,NNP
pacing;41;LO,NN
gopal;41;LO,NNP
scrolls;41;LF,NNS,NNPS
muy;41;LO,NNP,JJ
errol;41;LO,NNP
Garza;41;TO,NNP
handcuff;41;LO,NN,NNP,VB
verma;41;LO,NNP
Crusaders;41;TF,NNPS,NNS
creations;41;LF,NNS
shep;41;LO,NNP
fines;41;LO,NNS
implanted;41;LO,VBN,VBD
intellectuals;41;LO,NNS
soprano;41;LO,NN
vanishing;41;LF,VBG,NNP
frightful;41;LO,JJ
omelette;41;LO,NNP,NN
conquering;41;LO,VBG
polka;41;LF,NNP,NN
ordinarily;41;LO,RB
Travers;41;TO,NNPS
late-night;41;LO,JJ
cipher;41;LF,NNP
tonnes;41;LO,NNS
bolo;41;LO,NNP,JJ
Chou;41;TO,NNP
denounce;41;LO,VB
impersonating;41;LO,VBG
taxpayers;41;LO,NNS
perceptive;41;LO,JJ
Wilkins;41;TO,NNP
hugely;41;LO,RB
lowering;41;LO,VBG,NN
prescriptions;41;LO,NNS
activists;41;LO,NNS
affidavit;41;LO,NN
premeditated;41;LO,VBN,JJ
paloma;41;LO,NNP
moths;41;LO,NNS
patrolling;41;LO,VBG,NN
anthrax;41;LF,NN,NNP
shipyard;41;LF,NN,NNP
Notre;41;TO,NNP
gloss;41;LF,NN
adjacent;41;LO,JJ
phoney;41;LO,NNP
territorial;41;LF,JJ,NNP
mannequin;41;LO,NN,NNP
Pratap;41;TO,NNP
Toyota;41;TO,NNP
bren;41;LO,NNP
cuter;41;LO,JJR
nooo;41;LO,UH
koran;41;LO,NNP
Paxton;40;TO,NNP
papal;40;LF,JJ,NNP
Yorker;40;TO,NNP
keepers;40;LF,NNS,NNPS
yearn;40;LO,VB,VBP
calming;40;LO,VBG,JJ
farnsworth;40;LO,NNP
carp;40;LF,NN,NNP
Bel;40;TO,NNP
fluent;40;LO,JJ
minivan;40;LO,NN,NNP
Rochester;40;TO,NNP
Lister;40;TO,NNP
descriptions;40;LO,NNS
takeout;40;LO,NN,NNP,JJ
ahjussi;40;LO,NN
Enrico;40;TO,NNP
hillbilly;40;LO,RB,NNP
generating;40;LF,VBG,NN
raghu;40;LO,NNP
unconditional;40;LO,JJ
unofficial;40;LO,JJ
tiara;40;LO,NNP,NN
gowns;40;LO,NNS
hearsay;40;LO,NN
renovation;40;LO,NN
lucinda;40;LO,NNP
misled;40;LO,VBN,VBD
pastures;40;LO,NNS
clogged;40;LO,VBN,JJ
lax;40;LF,JJ,NNP
clank;40;LO,NNP,NN
Remington;40;TO,NNP
pimps;40;LO,NNS,NNP
footing;40;LO,NN
twists;40;LO,NNS
securing;40;LO,VBG
Fiesta;40;TF,NNP
sweetly;40;LO,RB
jie;40;LO,NNP
tien;40;LO,NNP
lashes;40;LO,NNS,VBZ
illicit;40;LO,JJ
degrading;40;LO,VBG,JJ
similarly;40;LO,RB
repaid;40;LO,VBN,VBD
raffle;40;LO,NN
GS;40;AC,NNP
denzel;40;LO,NNP
sulfur;40;LO,NN
homing;40;LO,VBG
Mead;40;TO,NNP
delphine;40;LO,NNP
stasis;40;LO,NN
dicky;40;LO,NNP
nobleman;40;LO,NN
Adelaide;40;TO,NNP
Fuji;40;TO,NNP
momentarily;40;LO,RB
Newt;40;TF,NNP,JJ
slender;40;LO,JJ,NN
implicated;40;LO,VBN
reece;40;LO,NNP
Maverick;40;TF,NNP,NN
contraption;40;LO,NN
dancin;40;LO,NNP
fester;40;LO,NNP
stairway;40;LO,NN
earp;40;LO,NNP
bins;40;LO,NNS
flake;40;LO,NN,NNP
cubicle;40;LO,NN,NNP
Harrington;40;TO,NNP
Mans;40;TO,NNPS
flashed;40;LO,VBD,VBN
Rainer;40;TO,NNP
indispensable;40;LO,JJ
trivia;40;LO,NNS,JJ
alderman;40;LF,NNP,NN
manifesto;40;LF,NN,NNP
wednesdays;40;LF,NNS,NNPS
bickering;40;LO,NN
bruv;40;LO,NN
prized;40;LO,VBN,JJ
dodged;40;LO,VBD
hurrying;40;LO,VBG,NN
Kimura;40;TO,NNP
entourage;40;LO,NN
pretzel;40;LO,NNP,JJ,NN
hickey;40;LO,NNP
conspired;40;LO,VBD,VBN
mints;40;LO,NNS
thaw;40;LF,NN,NNP
unexplained;40;LO,JJ
Tampa;40;TO,NNP
acquisition;40;LO,NN
amigos;40;LO,NNP,NNPS
leeches;40;LO,NNS
unholy;40;LO,JJ,NNP
profiles;40;LO,NNS
keypad;40;LO,NN,NNP
imposter;40;LO,NN,JJR,NNP
gutted;40;LO,VBN,VBD
conceited;40;LO,JJ
landscapes;40;LO,NNS
hewes;40;LO,NNP,NNS
pubs;40;LO,NNS
pubic;40;LO,JJ
infernal;40;LO,NNP,JJ
defiant;40;LF,JJ,NNP
Correctional;40;TF,NNP,JJ
rated;40;LO,VBN,VBD
Utopia;40;TF,NNP,NN
five-o;40;LO,NN
insanely;40;LO,RB
mousse;40;LO,NNP,NN
finder;40;LO,NN,NNP
dividing;40;LO,VBG,NN
veterinarian;40;LO,NN,NNP
puking;40;LO,NN,VB
Huff;40;TF,NNP
puked;40;LO,VBN
naught;40;LO,NN,NNP
Georgina;40;TO,NNP
Greenland;40;TO,NNP
bane;40;LO,NNP,NN
Merle;40;TO,NNP
Tribune;40;TO,NNP
gauze;40;LO,NN
dredge;40;LO,NN,VB,NNP
crutches;40;LO,NNS
rabble;40;LO,NN,JJ
handgun;40;LO,NN
vaginal;40;LO,JJ
announcements;40;LO,NNS
infections;40;LO,NNS
Corral;40;TF,NNP
renata;40;LO,NNP
Augustine;40;TO,NNP
climbs;40;LO,NNS,VBZ
universes;40;LO,NNS
middle-class;40;LO,JJ
rommel;40;LO,NNP
ditto;40;LO,NNP,NN
likelihood;40;LO,NN
archaeological;40;LF,JJ
coastline;40;LO,NN
Nestor;40;TO,NNP
rigor;40;LO,NN,NNP
misconduct;40;LO,NN
lucid;40;LO,JJ,NNP
Dolan;40;TO,NNP
majors;40;LF,NNS,NNPS
donkeys;40;LO,NNS
imagery;40;LO,NN
preservation;40;LF,NN,NNP
masturbating;40;LO,VBG,NN
Presley;40;TO,NNP
skinned;40;LO,VBN,JJ
ornament;40;LO,NN,JJ
shrunk;40;LO,VBN,VBD
sneezing;40;LO,VBG,NN
glare;40;LO,NN
Hanuman;40;TO,NNP
exceeded;40;LO,VBD,VBN
Aston;40;TO,NNP
flaps;40;LO,NNS
sculptures;40;LO,NNS
accompanying;40;LO,VBG
Sami;40;TO,NNP
Mahoney;40;TO,NNP
scrutiny;40;LO,NN
invoice;40;LO,NN
revelations;40;LO,NNS
sprout;40;LO,NNP,NN,VB
mime;40;LO,NNP,NN
diverted;40;LO,VBN,VBD
alms;40;LO,NNS,NNP
Tilly;40;TO,NNP
garner;40;LF,NNP,VB
Shiv;40;TO,NNP
Domino;40;TF,NNP,NN
escorting;40;LO,VBG
maris;40;LO,NNP
aiding;40;LO,VBG
penises;40;LO,NNS
upgraded;40;LO,VBN,VBD
inserted;40;LO,VBN
aspirations;40;LO,NNS
furnished;40;LO,VBN,VBD
oop;40;LO,NNP,NN
gunmen;40;LO,NNS
unprotected;40;LO,JJ
smallville;40;LO,NNP
temperament;40;LO,NN
Roper;40;TO,NNP
chimps;40;LO,NNS,NNP
stressing;40;LO,VBG
rejoin;40;LO,VB
madhu;40;LO,NNP
cordon;40;LF,NN,NNP,JJ
freeing;40;LO,VBG
suitor;40;LF,NN
tangible;40;LO,JJ
Emir;40;TF,NNP,NN
limping;40;LO,VBG,NN
lol;40;LO,NNP
naina;40;LO,NNP
arouse;40;LO,VB
caffrey;40;LO,NNP
travellers;40;LF,NNS,NNPS
monumental;40;LO,JJ
bipolar;40;LO,JJ
hurl;40;LO,VB,NNP
Baylor;40;TO,NNP
unwind;40;LO,VB,JJ
supervised;40;LO,VBN,VBD
Chandra;40;TO,NNP
devout;40;LO,JJ
architectural;40;LO,JJ
killin;40;LO,NNP
larceny;40;LO,NN,NNP
trilling;40;LO,NNP,NN
Medina;40;TO,NNP
originals;40;LF,NNS
Lear;40;TO,NNP
sci-fi;40;LO,JJ,NN
paved;40;LO,VBN,JJ,VBD
decrease;40;LO,NN,VB
appetizer;40;LO,NN
hamish;40;LO,NNP
almonds;40;LO,NNS
crunchy;40;LO,JJ
treasurer;40;LF,NN,NNP
waterfront;40;LF,NN,NNP
elixir;40;LO,NN,NNP
miley;40;LO,NNP
unmarked;40;LO,JJ
knuckle;40;LO,NN,NNP
Guatemala;40;TO,NNP
tenure;40;LO,NN
seein;40;LO,NNP
abundant;40;LO,JJ
calms;40;LO,VBZ,NNS
Knicks;40;TO,NNPS,NNP
miraculously;40;LO,RB
beatings;40;LO,NNS
gots;40;LO,NNP,NNS
milking;40;LO,VBG,NN
tumbling;40;LO,VBG,NN,NNP
bead;40;LO,NN,NNP
nurture;40;LO,VB,NN
Uber;40;TO,NNP
kebab;40;LO,NNP,JJ
salads;40;LO,NNS,VBZ
redundant;40;LO,JJ
yuko;40;LO,NNP
real-life;40;LO,JJ
populated;40;LO,VBN,JJ
goalie;40;LO,NN
Yusuf;40;TO,NNP
celtic;40;LF,NNP,JJ
superiority;40;LO,NN
uncool;40;LO,JJ,NNP
mileage;40;LO,NN
cocoon;40;LO,NN,NNP
mako;40;LO,NNP
starlight;40;LO,NNP
valves;40;LO,NNS
shucks;40;LO,NNP
surrounds;40;LO,VBZ,NNS
suture;40;LO,NN
landslide;40;LO,NN
okey;39;LO,NNP
hover;39;LO,VB,NNP
marches;39;LF,NNS
foyle;39;LO,NNP
tinkling;39;LO,VBG
rimmer;39;LO,NNP
ex-con;39;LO,NN
terminator;39;LO,NNP,NN
rainbows;39;LO,NNS,NNPS
circled;39;LO,VBD
mellie;39;LO,NNP
restrained;39;LO,VBN,JJ
lodging;39;LO,VBG,NN
Claudius;39;TO,NNP
rupture;39;LO,NN
thinker;39;LF,NN,NNP
variations;39;LO,NNS
magma;39;LO,NN
galley;39;LF,NN,NNP
jodi;39;LO,NNP
gloat;39;LO,VB,NN
wayward;39;LO,JJ,NNP
Wolfgang;39;TO,NNP
strolling;39;LO,VBG
day-to-day;39;LO,JJ,RB,NN
corpus;39;LF,NNP,NN
reproduction;39;LO,NN
babs;39;LO,NNP,NNPS
Cannes;39;TO,NNP,NNPS
railing;39;LO,NN,VBG
Turin;39;TO,NNP
ridiculously;39;LO,RB
horrendous;39;LO,JJ
chases;39;LO,VBZ,NNS
positioned;39;LO,VBN,VBD
angrily;39;LO,RB
bowler;39;LO,NN
bot;39;LO,NNP,NN
naruto;39;LO,NNP
yeung;39;LO,NNP
caterer;39;LO,NN,NNP
cultivate;39;LO,VB,VBP
fullest;39;LO,JJS
McNamara;39;OC,NNP
rampage;39;LF,NN,NNP
extending;39;LO,VBG
Holloway;39;TO,NNP
forbids;39;LO,VBZ
odo;39;LO,NNP
forsake;39;LO,VB
mocked;39;LO,VBD,VBN
jerri;39;LO,NNP
nightly;39;LF,JJ,RB,NNP
petting;39;LO,VBG,NN,NNP
Ust;39;TO,NNP
severance;39;LF,NN,NNP
varsity;39;LF,NN,NNP
Damascus;39;TO,NNP
digestive;39;LO,JJ
retained;39;LO,VBD,VBN
Jagger;39;TO,NNP
quoted;39;LO,VBN,VBD
skips;39;LO,VBZ,NNS
throbbing;39;LO,VBG,NNP,JJ
firefighters;39;LO,NNS
exploits;39;LO,NNS,VBZ
Scientology;39;TO,NNP
reeks;39;LO,NNS,NNPS,NNP
deficit;39;LO,NN
barrister;39;LO,NN
Pepsi;39;TO,NNP
dunes;39;LF,NNS
relied;39;LO,VBD,VBN
evade;39;LO,VB
goner;39;LO,NNP
doggone;39;LO,JJ,UH,VB
Gallo;39;TO,NNP
christening;39;LO,NN,VBG
Gothic;39;TF,NNP,JJ
Ethiopia;39;TO,NNP
bri;39;LO,NNP
shroud;39;LO,NN,NNP
dingo;39;LO,NNP
smacks;39;LO,VBZ,NNS
spurs;39;LF,NNPS,NNS,NNP
stimulation;39;LO,NN
betrothed;39;LO,VBN
relies;39;LO,VBZ
warped;39;LF,NNP,VBN,JJ
justification;39;LO,NN
candid;39;LO,JJ
small-time;39;LO,JJ
scrabble;39;LO,JJ,NNP
vcr;39;LO,NNP,NN
visually;39;LO,RB
liter;39;LO,NN
isobel;39;LO,NNP
koo;39;LO,NNP
evenly;39;LO,RB
emissions;39;LO,NNS
dooley;39;LO,NNP
counselors;39;LO,NNS
Tahiti;39;TO,NNP
revolutionaries;39;LF,NNS
Putin;39;TO,NNP
metre;39;LO,NN
conqueror;39;LF,NNP,NN
favorable;39;LO,JJ
marv;39;LO,NNP
Montague;39;TO,NNP
tarp;39;LO,NNP,NN
Hancock;39;TO,NNP
Mayan;39;TF,NNP,JJ
overturned;39;LO,VBN,VBD
holster;39;LO,NN
herriot;39;LO,NNP
christa;39;LO,NNP
Crowe;39;TO,NNP
realization;39;LO,NN
faintly;39;LO,RB
Hawthorne;39;TF,NNP,NN
tuberculosis;39;LO,NN
statistically;39;LO,RB
Capri;39;TO,NNP
odette;39;LO,NNP
tolerant;39;LO,JJ
modify;39;LO,VB
clary;39;LO,NNP
inhaling;39;LO,VBG
plough;39;LF,NNP,NN,JJ
exceed;39;LO,VB,VBP
flutter;39;LO,NN,NNP
jackal;39;LO,NNP,NN
detest;39;LO,JJS,RB
Kingston;39;TO,NNP
Rhys;39;TO,NNP
sapphire;39;LF,NNP,NN
Andres;39;TO,NNP
scariest;39;LO,JJS,NNP
Duff;39;TO,NNP
foresee;39;LO,VB,VBP
unsuccessful;39;LO,JJ
sy;39;LO,NNP
odyssey;39;LF,NNP,NN
premonition;39;LO,NN,NNP
psychiatry;39;LF,NN,NNP
sexiest;39;LO,NNP,JJS
fathom;39;LO,NNP,VB
montecito;39;LO,NNP
pears;39;LO,NNS,NNP
seizing;39;LO,VBG
hani;39;LO,NNP
Austen;39;TO,NNP
Templar;39;TO,NNP
hoods;39;LF,NNS
hospice;39;LF,NN,NNP
creak;39;LO,NNP,NN
yip;39;LO,NNP
maniacs;39;LO,NNP
rotating;39;LO,VBG
Keaton;39;TO,NNP
behavioral;39;LF,JJ,NNP
subtitled;39;LO,VBN,VBD
adaptation;39;LO,NN
eyewitnesses;39;LO,NNS
Indies;39;TO,NNP,NNPS
mavis;39;LO,NNP
swede;39;LO,NNP,NN
intricate;39;LO,JJ
Nirvana;39;TF,NNP
offline;39;LO,JJ
Cyprus;39;TO,NNP
Selena;39;TO,NNP
devoured;39;LO,VBN,VBD
coloring;39;LO,NN,VBG
Aristotle;39;TO,NNP
quail;39;LF,NN,NNP
suh;39;LO,NNP
cheques;39;LO,NNS
independently;39;LO,RB
robust;39;LO,JJ
cannibals;39;LO,NNS,NNPS
zeb;39;LO,NNP
mitsuko;39;LO,NNP
deduction;39;LO,NN
fives;39;LO,NNS,NNPS
bombings;39;LO,NNS
impolite;39;LO,JJ
dependable;39;LO,JJ
Darrell;39;TO,NNP
mundane;39;LO,JJ
extremes;39;LO,NNS
Duran;39;TO,NNP
introductions;39;LO,NNS
pledges;39;LO,NNS
pestering;39;LO,VBG
Carlin;39;TO,NNP
Patrice;39;TO,NNP
injunction;39;LO,NN
windmill;39;LF,NN,NNP
pebble;39;LF,NNP,JJ
closets;39;LO,NNS
relapse;39;LF,NN,NNP
open-minded;39;LO,JJ
Char;39;TF,NNP
retrieved;39;LO,VBN,VBD
jamaican;39;LF,JJ,NNP
dismantle;39;LO,VB
lingering;39;LO,VBG
reside;39;LO,VBP,VB
Rachael;39;TO,NNP
entrances;39;LO,NNS
claustrophobic;39;LO,JJ
hick;39;LO,NNP
bison;39;LF,NN,NNP
Barack;39;TO,NNP
chivalry;39;LO,NN,NNP
meena;39;LO,NNP
Judah;39;TO,NNP
sanjana;39;LO,NNP
Poseidon;39;TO,NNP
bonkers;39;LO,NNS
surfaces;39;LO,NNS
jest;39;LO,NNP
teammate;39;LO,NN
toddler;39;LO,NN
lager;39;LO,NN,NNP
Antoinette;39;TO,NNP
high-profile;39;LO,JJ
incarcerated;39;LO,VBN
stylist;39;LO,NN
propeller;39;LO,NN
novice;39;LF,NN,NNP
scarier;39;LO,NN,JJR
bloodthirsty;39;LO,JJ
nightcap;39;LO,NN,NNP
entries;39;LO,NNS
curved;39;LO,JJ,VBN
chants;39;LO,NNS
juanita;39;LO,NNP
warms;39;LO,VBZ
viceroy;39;LF,NNP,NN
Cornelius;39;TO,NNP
rustle;39;LO,NN,VB,NNP
Vertigo;39;TF,NNP,NN
communal;39;LO,JJ
Pu;39;TO,NNP
hemorrhaging;39;LO,NN,VBG
springtime;39;LO,NN,NNP
avi;39;LO,NNP
puzzled;39;LO,VBN,VBD
syrian;39;LF,JJ,NNP
pedestrian;39;LO,NN
Marino;39;TO,NNP
blazer;39;LO,NNP,NN
ballpark;39;LF,NN,NNP
plagued;39;LO,VBN,VBD
consistency;39;LO,NN
deena;39;LO,NNP
Bronson;39;TO,NNP
untraceable;39;LO,JJ
relativity;39;LF,NN
grazing;39;LO,VBG,NN
paging;39;LO,VBG
regretting;39;LO,VBG
recharge;39;LO,VB,VBP,NN
polluted;39;LO,JJ,VBN
plotted;39;LO,VBN,VBD
smoky;39;LF,NNP,JJ
Bertrand;39;TO,NNP
buggers;39;LO,NNS
katia;39;LO,NNP
revered;39;LO,VBN
Aman;39;TO,NNP
nandu;39;LO,NNP,NN
cassius;39;LO,NNP
USS;39;AC,NNP
deepak;39;LO,NNP
bloodbath;39;LO,NN,NNP
psychosis;39;LO,NN
Mulligan;39;TO,NNP
backgrounds;38;LO,NNS
Downing;38;TF,NNP
Ramesh;38;TO,NNP
affections;38;LO,NNS
cbi;38;LO,NNP
Finley;38;TO,NNP
repercussions;38;LO,NNS
krang;38;LO,NNP
humping;38;LO,VBG,NN
shone;38;LO,VBD
Dietrich;38;TO,NNP
bub;38;LO,NNP
Hornet;38;TF,NNP
emperors;38;LF,NNS
mme;38;LO,NNP
rhetorical;38;LO,JJ
unsettling;38;LO,JJ
wacko;38;LO,NNP,JJ
famished;38;LO,NNP,JJ,VBN
distortion;38;LO,NN
Vishnu;38;TO,NNP
publishers;38;LF,NNS,NNP,NNPS
Meek;38;TF,NNP,NN
reunite;38;LO,VB
carotid;38;LO,NN
chinaman;38;LO,NNP,NN
terrance;38;LO,NNP
telephones;38;LF,NNS
tock;38;LO,NNP
competitions;38;LO,NNS
lapse;38;LO,NN
Gayle;38;TO,NNP
light-years;38;LO,NN
plunder;38;LF,NN,VB,NNP
unloaded;38;LO,VBN,VBD
plump;38;LO,JJ
trendy;38;LO,JJ
Sears;38;TO,NNP
vasquez;38;LO,NNP
bureaucracy;38;LO,NN
Rhode;38;TO,NNP
fins;38;LO,NNS
intending;38;LO,VBG
conspiring;38;LO,VBG
sadist;38;LO,NN,NNP
seminary;38;LF,NNP,JJ
bicycles;38;LO,NNS
sculpting;38;LO,VBG,NN
condescending;38;LO,VBG,NN
orgasms;38;LO,NNS
lenore;38;LO,NNP
moonshine;38;LO,NNP,NN,JJ
incurable;38;LO,JJ
pamphlet;38;LO,NN
clinics;38;LO,NNS
Nottingham;38;TO,NNP
nominate;38;LO,VB,JJ,NN
wholesome;38;LO,JJ
termites;38;LO,NNS
thunderbird;38;LO,NNP
McKenna;38;OC,NNP
frigid;38;LO,JJ
Aviv;38;TO,NNP
occurring;38;LO,VBG
ese;38;LO,NNP
summertime;38;LF,NN,NNP
skype;38;LO,NNP
bikers;38;LO,NNS
induced;38;LO,VBN
missionaries;38;LO,NNS
arabian;38;LF,NNP,JJ
lacrosse;38;LF,JJ,NNP
rarity;38;LO,NN
Gaines;38;TF,NNPS,NNP,NNS
dumpling;38;LO,NNP,NN,VBG
brood;38;LF,NN,NNP
creamy;38;LO,JJ
weenie;38;LO,NNP
eggman;38;LO,NNP
goddam;38;LO,VB,NNP
supergirl;38;LO,NN,NNP
roadblocks;38;LO,NNS
seductive;38;LO,JJ
ornaments;38;LO,NNS
annoys;38;LO,VBZ
wards;38;LO,NNS
